Node Name	Data Size	Total-time	CPU-time	max-rss	I/O In (read MB)	I/O out (write MB)	mem_mb	disk_mb
224	615.0	617.2913	571.27	13219.05	0.0	1365.51	1229.0	1229.0
227	595.0	444.938	429.22	14126.57	0.0	2494.92	1189.0	1189.0
247	627.0	674.9534	643.84	13596.61	0.0	1391.17	1252.0	1252.0
225	580.0	619.4132	597.15	12158.33	0.0	3149.16	1159.0	1159.0
228	616.0	264.1691	248.41	14627.25	0.2	1367.79	1231.0	1231.0
219	611.0	258.719	238.88	14498.0	0.0	1994.78	1220.0	1220.0
216	601.0	236.3493	207.4	14265.6	0.0	1333.94	1201.0	1201.0
228	581.0	494.6524	459.92	12306.02	0.0	1289.5	1161.0	1161.0
247	584.0	325.7316	309.55	13848.15	0.12	1296.18	1167.0	1167.0
247	619.0	287.5657	281.79	12853.52	0.0	2597.38	1238.0	1238.0
242	579.0	371.0649	342.81	12040.96	0.0	1285.96	1157.0	1157.0
225	627.0	589.1665	0.0	13192.1	0.0	3401.51	1252.0	1252.0
248	585.0	333.0966	305.09	13891.97	0.08	1912.32	1169.0	1169.0
248	627.0	573.2517	550.39	14894.55	0.0	1393.0	1254.0	1254.0
213	590.0	612.3768	574.41	12589.97	0.0	1309.25	1178.0	1178.0
248	586.0	536.6201	513.71	13917.86	0.0	1301.28	1171.0	1171.0
224	588.0	387.5237	351.38	13958.11	3.1	1305.17	1175.0	1175.0
219	625.0	462.8158	426.05	13234.97	0.0	1387.72	1249.0	1249.0
244	582.0	544.683	509.21	12581.11	0.07	2439.71	1162.0	1162.0
216	624.0	602.3245	571.41	14809.86	0.0	1384.96	1246.0	1246.0
215	579.0	223.608	191.3	12540.27	0.0	1286.54	1158.0	1158.0
217	626.0	624.0687	607.1	14871.39	0.0	2627.12	1252.0	1252.0
216	623.0	585.2098	541.84	14782.08	0.0	1383.75	1245.0	1245.0
223	627.0	556.307	519.52	14875.34	0.0	1391.2	1252.0	1252.0
221	611.0	236.7075	207.01	14513.88	0.0	1357.3	1222.0	1222.0
224	615.0	512.0501	482.04	13753.48	0.0	1365.75	1229.0	1229.0
224	612.0	466.4848	433.75	12659.46	0.0	2564.83	1222.0	1222.0
228	606.0	551.7275	513.62	13096.59	0.0	1345.6	1211.0	1211.0
226	601.0	561.0023	552.57	12817.92	0.06	2521.41	1201.0	1201.0
217	602.0	429.0324	401.7	13054.6	0.01	1336.31	1203.0	1203.0
242	646.0	555.163	508.75	13711.38	0.0	1433.34	1290.0	1290.0
220	613.0	657.0856	628.48	14531.71	0.0	1360.4	1224.0	1224.0
242	598.0	1138.0385	1099.7	14187.47	0.0	2505.95	1194.0	1194.0
219	590.0	218.1463	189.48	13996.41	0.0	1310.2	1179.0	1179.0
224	585.0	232.7681	208.64	13872.54	0.0	1298.5	1169.0	1169.0
216	583.0	470.2189	462.42	12281.53	0.0	2443.55	1164.0	1164.0
224	25600.0	2413.9346	2357.34	64487.1	2.59	12306.25	4937.0	4937.0
228	24576.0	2752.1886	2602.54	65316.08	32.64	11560.61	4861.0	4861.0
247	25600.0	3034.5811	2973.17	64901.94	2.31	14718.73	4980.0	4980.0
221	24576.0	2416.6008	2309.29	64615.54	2.47	11436.06	4754.0	4754.0
246	24576.0	2097.8086	2074.95	63882.51	1666.49	11306.05	4764.0	4764.0
222	24576.0	1464.187	1421.18	66244.24	4708.55	11730.89	4773.0	4773.0
213	310.0	186.2551	162.86	6261.08	0.0	688.45	1000.0	1000.0
217	397.0	316.8225	282.65	9440.07	0.0	882.09	1000.0	1000.0
217	394.0	311.0218	280.68	8222.59	0.0	875.07	1000.0	1000.0
213	382.0	367.4163	343.01	7951.37	0.0	848.49	1000.0	1000.0
248	391.0	328.1457	305.16	8518.54	0.0	867.99	1000.0	1000.0
241	408.0	508.2548	493.13	8867.95	0.0	905.97	1000.0	1000.0
215	432.0	444.3314	429.85	10257.71	0.0	958.44	1000.0	1000.0
225	406.0	422.2154	402.79	9655.95	0.0	901.87	1000.0	1000.0
