Node Name	Data Size	Total-time	CPU-time	max-rss	I/O In (read MB)	I/O out (write MB)	mem_mb	disk_mb
227	1638.4	1358.0115	1343.38	35178.56	146.0	6566.97	3129.0	3129.0
247	1536.0	1540.3637	1464.72	35458.75	8.35	6274.6	2990.0	2990.0
221	1536.0	1787.3155	1762.06	36073.4	4.78	3378.83	3041.0	3041.0
219	1536.0	1326.8999	1287.34	43576.62	4.16	4082.4	3043.0	3043.0
216	1536.0	1425.9459	1285.58	35441.48	612.41	3426.94	2987.0	2987.0
213	1536.0	1324.7465	1258.47	35506.61	0.12	6281.13	2993.0	2993.0
224	1536.0	1361.6207	1337.86	35658.52	0.0	6308.1	3006.0	3006.0
222	1638.4	1152.4185	1122.16	36586.78	0.0	3426.58	3084.0	3084.0
226	1536.0	1424.5427	1410.88	33339.52	1028.97	6263.73	2985.0	2985.0
240	1536.0	1026.9084	961.36	34857.27	0.63	3826.59	2938.0	2938.0
219	1536.0	3521.0465	3419.79	44294.75	0.69	9407.02	3012.0	3012.0
223	1536.0	1881.6543	1848.98	36163.33	0.09	6397.64	3048.0	3048.0
247	1638.4	1849.2941	1821.01	36526.07	2.79	3421.01	3079.0	3079.0
225	1536.0	593.242	567.5	36336.95	0.0	3403.15	3063.0	3063.0
239	1536.0	1530.6588	1518.5	36145.5	0.0	8274.88	3047.0	3047.0
222	1536.0	1619.7874	1587.67	34839.76	4.47	6633.07	2937.0	2937.0
223	1536.0	1211.3406	1186.95	32042.86	636.78	6196.23	2952.0	2952.0
242	1536.0	1490.6548	1465.45	36048.25	2358.38	8253.63	3039.0	3039.0
239	1536.0	1531.8252	1465.0	35697.59	0.0	8172.09	3009.0	3009.0
227	1536.0	1268.0406	1235.1	35472.46	4.48	6275.9	2990.0	2990.0
239	1536.0	1493.3235	1417.86	35058.98	0.0	8025.86	2955.0	2955.0
225	1536.0	1780.428	1754.61	35644.03	86.41	8160.25	3005.0	3005.0
239	1536.0	1040.9601	1007.17	35324.66	554.49	4332.67	2977.0	2977.0
225	1536.0	1477.8371	1428.36	35590.46	31.57	5020.27	3000.0	3000.0
227	1536.0	1571.5125	1499.59	35878.32	371.64	6346.93	3024.0	3024.0
220	1638.4	1232.2841	1185.91	36930.9	2.64	8455.23	3113.0	3113.0
227	2764.8	2261.146	2059.88	64475.84	14.26	11411.25	5437.0	5437.0
225	2764.8	1497.2745	1459.2	65095.45	1.09	14909.14	5489.0	5489.0
217	2764.8	2319.8658	2265.54	64511.07	14.87	9672.43	5440.0	5440.0
244	2150.4	1807.4756	1767.02	57038.41	3515.14	10115.61	4268.0	4268.0
213	2150.4	1824.8276	1780.73	56633.51	1230.77	10022.46	4290.0	4290.0
228	2150.4	2550.6524	2514.42	57844.28	2.62	10236.71	4269.0	4269.0
226	2150.4	2137.5375	2090.0	56789.19	717.58	10050.09	4192.0	4192.0
226	2252.8	2965.7479	2918.76	58370.8	2.76	10330.25	4336.0	4336.0
241	216.0	87.2819	73.35	4305.59	0.0	478.42	1000.0	1000.0
226	1228.8	2961.8421	2865.89	35268.89	0.57	8074.25	2450.0	2450.0
241	1228.8	2659.4671	2556.68	35729.17	44.99	8179.71	2326.0	2326.0
215	1228.8	1348.0743	1334.17	36211.61	0.0	6405.81	2350.0	2350.0
227	1228.8	1250.4997	1238.91	34985.92	0.0	8003.45	2300.0	2300.0
222	304.0	173.398	161.99	6510.3	0.0	673.96	1000.0	1000.0
228	318.0	321.3399	309.61	7552.82	0.0	704.73	1000.0	1000.0
